satellite_name,norad_id,satellite_id,operation_id,operation_name,scopes,current_status,catalog_status,evidence_at,status_source,modulation,protocols,uplink_availability,uplink_low_hz,uplink_high_hz,downlink_low_hz,downlink_high_hz,downlink_band,occupied_bandwidth_hz,necessary_bandwidth_hz,passband_width_hz,symbol_rate_baud,data_rate_bps,review_required,source_url,source_updated_at,superseded_by
2025-313F,67253,VTPK-3681-1506-2539-6582,satnogs:JmjjqznJAsafPfGPgxsUb2,Telemetry,telemetry,unknown,active,,,FM,,unknown,,,436090000.0,436090000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2026-03-25T16:01:07.156625Z,
2025-313F,67253,VTPK-3681-1506-2539-6582,satnogs:T3yogGEczRqUgcnajnyE7b,Telemetry,telemetry,unknown,active,,,FM,,unknown,,,435792000.0,435792000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2026-03-17T18:34:11.486134Z,
239Alferov,64881,RNAT-4607-0106-2995-6819,satnogs:hBwj8ryoewn4XDny9bkN7a,Mode U - GFSK9k6 - AX.25 Beacon and Telemetry (Geoscan framing),beacon; telemetry,unknown,active,,,GFSK,AX.25,unknown,,,436270000.0,436270000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2025-08-07T09:03:51.642131Z,
239Alferov,64881,RNAT-4607-0106-2995-6819,satnogs:5RKLNov6xbd4jdYwNYW2LW,Mode X - DVB-S2,digital_television,unknown,active,,,,DVB-S2,unknown,,,10473350000.0,10473350000.0,SHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2025-06-28T09:04:04.483360Z,
3CAT-4,98878,MEGR-8410-6900-4102-7890,satnogs:5UKoQdKjrS7fqY67KNvD79,Mode U - GMSK14k4,data_downlink,unknown,active,,,GMSK,,unknown,,,437350000.0,437350000.0,UHF,,,,14400.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-07-11T15:50:25.172007Z,
3UCUBED-A,98517,IVHU-2604-2538-1455-1131,satnogs:GYL4uUTXeqePKnwGXQE79t,Mode U - GFSK9k6,data_downlink,unknown,active,,,GFSK,,unknown,,,437010000.0,437010000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2025-11-04T10:25:37.892812Z,
AAUSAT 3,39087,SPZX-9367-0355-8865-6645,satnogs:j7hToyExdmZhuhWRhsutgV,Mode 4800bps FSK CW,beacon,unknown,active,,,CW,,unknown,,,437425000.0,437425000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2019-04-18T05:39:53.343316Z,
AENEAS,38760,EIWX-7695-6296-0911-6539,satnogs:V5w2y4795oxP4wjhhHbZHb,TLM AFSK,telemetry,unknown,active,,,AFSK,,unknown,,,437600000.0,437600000.0,UHF,,,,1200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2019-04-18T05:39:53.343316Z,
AEPEX,68506,ROGL-5396-9562-5275-1160,satnogs:PDLsqZbYT95ueujmjMUVAW,Mode S - OQPSK 10Mbps - CCSDS,data_downlink,unknown,active,,,OQPSK,,unknown,,,2405000000.0,2405000000.0,UHF,,,,10000000.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-08-12T23:51:28.096722Z,
AEPEX,68506,ROGL-5396-9562-5275-1160,satnogs:LLZudYz9zzEG7LKN5t5gCL,Mode S - OQPSK 5Mbps - CCSDS,data_downlink,unknown,active,,,OQPSK,,unknown,,,2405000000.0,2405000000.0,UHF,,,,5000000.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-08-12T23:51:28.092133Z,
AEPEX,68506,ROGL-5396-9562-5275-1160,satnogs:nrzuKfid2H4jPrfuthHCvG,Mode U - GFSK19k2 - AX.25 G3RUH,data_downlink,unknown,active,,,GFSK,AX.25,unknown,,,437325000.0,437325000.0,UHF,,,,19200.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-08-12T23:51:28.101819Z,
AEPEX,68506,ROGL-5396-9562-5275-1160,satnogs:jybvWJ3aXS2hrijWRAbkRS,Mode U - GFSK9k6 - AX.25 G3RUH,data_downlink,unknown,active,,,GFSK,AX.25,unknown,,,437325000.0,437325000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-08-12T23:51:28.099510Z,
AHMAT-1,57206,ULWR-5929-7873-9279-5662,satnogs:grpEZ7G95jQhdv7dqJYpdh,Mode U - AFSK 1145 TLM,telemetry,unknown,active,,,AFSK,,unknown,,,437050000.0,437050000.0,UHF,,,,1145.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-06-01T14:49:39.072954Z,
AHMAT-1,57206,ULWR-5929-7873-9279-5662,satnogs:jaMfqwVTSrgK3kmXqsz5c9,Mode U - SSTV,image_downlink,unknown,active,,,,SSTV,unknown,,,437050000.0,437050000.0,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2023-06-28T14:01:58.868793Z,
AHMAT-1,57206,ULWR-5929-7873-9279-5662,satnogs:H4QABAZMMq4v93cA9WA9tR,Possible Mode U,data_downlink,unknown,active,,,AFSK,,unknown,,,435800000.0,435800000.0,UHF,,,,1145.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-07-09T20:53:21.060420Z,
AIST-1,39492,FVRJ-8983-9120-1903-4578,satnogs:f5ZSbAccAwz7NBPF9LWPp9,PSK,data_downlink,unknown,active,,,PSK,,unknown,,,435265000.0,435265000.0,UHF,,,,4800.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2020-02-18T11:27:27.965383Z,
AIST-1,39492,FVRJ-8983-9120-1903-4578,satnogs:jzrNsDQNgzxxZvHBWPvo74,Telemetry Beacon,beacon; telemetry,unknown,active,,,CW,,unknown,,,435265000.0,435265000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2019-04-18T05:39:53.343316Z,
AIST-2T-2,67254,YYJY-0635-5567-8703-7935,satnogs:9eiRiYw6c8NyThmFTTarDA,Telemetry,telemetry,unknown,active,,,FM,,unknown,,,435852000.0,435852000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2026-03-17T09:26:26.224506Z,
AIST-2T-2,67254,YYJY-0635-5567-8703-7935,satnogs:SQTxYdQL6hDoemUFgzYJQB,Telemetry,telemetry,unknown,active,,,FM,,unknown,,,436030000.0,436030000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2026-03-17T09:27:37.642908Z,
AISTECHSAT-2,43768,MSIH-7029-5546-1995-2723,satnogs:86Q32FyhEEeBzDYBbipKG4,GFSK4k8,data_downlink,unknown,active,,,FSK,,unknown,,,436730000.0,436730000.0,UHF,,,,4800.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2024-08-09T08:06:09.646353Z,
AISTECHSAT-2,43768,MSIH-7029-5546-1995-2723,satnogs:XJsHG6GRFqrBrmP3uvF93E,GFSK9K6,data_downlink,unknown,inactive,,,FSK,,unknown,,,436730000.0,436730000.0,UHF,,,,9600.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2024-08-09T08:07:24.545960Z,
AISTECHSAT-2,43768,MSIH-7029-5546-1995-2723,satnogs:TpEnXmkpuzhptwevTEkh7x,Telemetry,telemetry,unknown,inactive,,,GFSK,,unknown,,,436600000.0,436600000.0,UHF,,,,4800.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-08-09T08:06:13.747989Z,
AISat,40054,ZRIM-9073-8711-5268-6171,satnogs:J9oQxM9AS9NddRQKE4u9Jg,CW Beacon,beacon,unknown,active,,,CW,,unknown,,,437505000.0,437505000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2025-02-14T13:43:43.950508Z,
AISat,40054,ZRIM-9073-8711-5268-6171,satnogs:ecmM575wCsfnP4UyZPLnoP,CW Beacon,beacon,unknown,active,,,CW,,unknown,,,437250000.0,437250000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2019-04-18T05:39:53.343316Z,
ALPHA,99380,ICJG-2750-1513-8309-9653,satnogs:kNAobdebX7rg2tT3NDNTS5,Mode U - LoRa,data_downlink,unknown,active,,,LoRa,LoRa,unknown,,,436500000.0,436500000.0,UHF,,,,300000.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2022-08-08T15:26:43.647666Z,
ALSAT 1N,41789,UPOC-3374-7750-1640-6748,satnogs:LAx8UQA9zvxdCnUnYmGffC,Mode 9600bps FSK,data_downlink,unknown,active,,,FSK,,unknown,,,437650000.0,437650000.0,UHF,,,,9600.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2025-02-01T23:13:32.459076Z,
ARICA-2,98329,IFKU-9201-2588-0809-6295,satnogs:GGSckbx3jzGCzyLs6AjBTq,Mode U - CW,beacon,unknown,active,,,CW,,unknown,,,436830000.0,436830000.0,UHF,,,,20.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2026-04-22T19:59:59.293819Z,
ARICA-2,98329,IFKU-9201-2588-0809-6295,satnogs:hTkJ3oYhNwwkUuCG4UrwwG,Mode U - GMSK4k8 - AX.25,data_downlink,unknown,active,,,GMSK,AX.25,unknown,,,436830000.0,436830000.0,UHF,,,,4800.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2026-04-22T19:59:59.286688Z,
ARICA-2,98329,IFKU-9201-2588-0809-6295,satnogs:hKFwwL2VpXWYuTQ6HnHUn6,Mode U/U - Message Exchange + Camera Downlink,two_way_data,unknown,active,,,GMSK,,documented_uplink_access_unknown,436830000.0,,436830000.0,,UHF,,,,4800.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2026-09-21T09:08:24.889312Z,
ASRTU-1,61781,REOO-2119-3738-4964-1579,satnogs:4LR3o9PC3z9cberkA7pftG,Image download,image_downlink,unknown,active,,,QPSK,,unknown,,,10460000000.0,10460000000.0,SHF,,,,1000000.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-11-01T18:27:44.530665Z,
ASRTU-1,61781,REOO-2119-3738-4964-1579,satnogs:GoQruJ8i7g5kSoHpvkxAGh,Mode U - SSDV,image_downlink,unknown,active,,,BPSK,SSDV,unknown,,,436210000.0,436210000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-12-31T11:29:59.322883Z,
ASRTU-1,61781,REOO-2119-3738-4964-1579,satnogs:8d93PPUBXTaMgcyM6mbuFa,Mode U - Telemetry,telemetry,unknown,active,,,BPSK,,unknown,,,435400000.0,435400000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-11-01T21:31:18.232559Z,
ASRTU-1,61781,REOO-2119-3738-4964-1579,satnogs:f7MZKobjSKakAWQsEoLmkq,Mode V/U - FM Transceiver,two_way_voice,active,active,2026-09-24T20:46:00+00:00,https://www.amsat.org/status/,FM,,documented_uplink_access_unknown,145850000.0,,435400000.0,,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-11-01T21:29:36.303074Z,
ASTROBIO,53107,EGHR-0762-2641-1740-1019,satnogs:kEVEeJmnXP45cuG98gpVoP,Mode U - FSK9k6 AX25 G3RUH,data_downlink,unknown,active,,,FSK,,unknown,,,435600000.0,435600000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2022-10-17T21:26:50.648769Z,
ASTROBIO,53107,EGHR-0762-2641-1740-1019,satnogs:ChyJXQ4cqB32Rqzsi7cjRa,Mode U - Factory Reset Frequency,data_downlink,unknown,active,,,FSK,,unknown,,,437425000.0,437425000.0,UHF,,,,9600.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2022-10-25T18:29:19.959012Z,
Al-Munther,63240,ARXR-0292-1551-2619-9743,satnogs:E3ckWrkbAGu8v37LHr9Ld7,Mode U - Transmitter AX.25 G3RUH,data_downlink,unknown,active,,,BPSK,AX.25,unknown,,,436500000.0,436500000.0,UHF,,,,1200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2025-12-29T12:02:02.229767Z,
Altair,61779,OVJV-1933-3688-6136-9655,satnogs:7GtTVa6ceznWvPtQ6i5Lic,Mode U - BPSK (DOKA) - 4k8,data_downlink,unknown,active,,,BPSK,,unknown,,,435615000.0,435615000.0,UHF,,,,4800.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2024-10-31T11:49:33.207896Z,
Altair,61779,OVJV-1933-3688-6136-9655,satnogs:SebBfd3FgcHKyauZMezp4i,Mode U - BPSK (DOKA) - 4k8,data_downlink,unknown,active,,,BPSK,,unknown,,,435715000.0,435715000.0,UHF,,,,4800.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2024-10-31T11:49:37.459228Z,
Altair,61779,OVJV-1933-3688-6136-9655,satnogs:Bv36U7yktTwkwnTxdDWWsH,Mode U - Transmitter,data_downlink,unknown,active,,,AFSK,,unknown,,,435215000.0,435215000.0,UHF,,,,1200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2024-11-12T16:01:14.468729Z,
Ariane 6 - Upper Stage,60239,LRPR-7984-5193-0374-6707,satnogs:6ffnbdATbWj5Fsf7jRrYz9,Mode S - YPSAT (Payload) - DATV,digital_television,unknown,active,,,,DATV,unknown,,,2440000000.0,2440000000.0,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-07-09T07:17:37.490876Z,
Ariane 6 - Upper Stage,60239,LRPR-7984-5193-0374-6707,satnogs:W38ScamJJy9py8Kdrpo4Wq,Mode V - GENESIS-A (YPSAT) (Payload) - FT8,data_downlink,unknown,active,,,,,unknown,,,144175000.0,144175000.0,VHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-07-09T07:17:30.161063Z,
Ariane 6 - Upper Stage,60239,LRPR-7984-5193-0374-6707,satnogs:7bUNwqQg2rgUi43L8wSuek,Mode V - GENESIS-A (YPSAT) (Payload) - SSTV (Robot 36),image_downlink,unknown,active,,,,SSTV,unknown,,,144550000.0,144550000.0,VHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-07-09T07:17:34.051979Z,
Astrocast 0.1,43798,QSPU-9204-4923-5881-5072,satnogs:2yvPAe5mNcVFdvPvHMpgDq,Mode U - AFSK1k2,data_downlink,unknown,inactive,,,AFSK,,unknown,,,437300000.0,437300000.0,UHF,,,,1200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-12-13T22:45:21.947471Z,
Astrocast 0.1,43798,QSPU-9204-4923-5881-5072,satnogs:J38rm6Dj47YkTdpYC6UrvS,Mode U - FSK1k2,data_downlink,unknown,active,,,FSK,,unknown,,,437150000.0,437150000.0,UHF,,,,1200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-04-02T16:58:19.473110Z,
Astrocast 0.1,43798,QSPU-9204-4923-5881-5072,satnogs:PQPkkmsTGfK4bjsuHF6HmJ,Transmitter,downlink_audio,unknown,active,,,FM,,unknown,,,2406000000.0,2406000000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2019-09-13T17:54:20.433877Z,
Avion Kaluga 650,57195,RPCA-9898-4095-5229-9696,satnogs:h9rBBEAbc7WiRZmYnBZMkR,Mode U - AFSK 1k2,data_downlink,unknown,active,,,AFSK,,unknown,,,435715000.0,435715000.0,UHF,,,,1200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-12-27T14:44:16.689754Z,
Avion Kaluga 650,57195,RPCA-9898-4095-5229-9696,satnogs:2pKHMvrVL3nuidgND8h3SR,Mode U - AFSk 1k2,data_downlink,unknown,active,,,AFSK,,unknown,,,435615000.0,435615000.0,UHF,,,,1200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-12-27T14:44:12.646201Z,
Avion Kaluga 650,57195,RPCA-9898-4095-5229-9696,satnogs:9wnfGXbNMyEgVoLJu5siG2,Mode U - DOKA 9k6,data_downlink,unknown,active,,,,,unknown,,,435615000.0,435615000.0,UHF,,,,9600.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-07-04T22:45:42.958738Z,
Avion Kaluga 650,57195,RPCA-9898-4095-5229-9696,satnogs:ZHaYsuDGrpeJsXJMUvfoRv,Mode U - DOKA 9k6,data_downlink,unknown,active,,,,,unknown,,,435715000.0,435715000.0,UHF,,,,9600.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-07-04T22:45:48.275775Z,
Avion Kaluga 650,57195,RPCA-9898-4095-5229-9696,satnogs:TajSXVHg9JQHCwVVGZb5V4,Mode U - Transmitter,data_downlink,unknown,active,,,GFSK,,unknown,,,435140000.0,435140000.0,UHF,,,,38400.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2023-08-07T00:03:19.084926Z,
BEESAT,35933,XFUT-4878-1223-5887-3249,satnogs:tqyx9wEiZwkdUBXuCeud5C,CW Beacon (F2A),beacon,unknown,inactive,,,FM,,unknown,,,435950000.0,435950000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2019-04-18T05:39:53.343316Z,
BEESAT,35933,XFUT-4878-1223-5887-3249,satnogs:dKekeLctU9VrDaYg7QRQ9J,"Digipeater (Mobitex, idle mode: 10 sec interval)",two_way_data,unknown,active,,,GMSK,,documented_uplink_access_unknown,435950000.0,,435950000.0,,UHF,,,,4800.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2025-10-03T06:42:25.643535Z,
BEESAT,35933,XFUT-4878-1223-5887-3249,satnogs:ZwdQUwqRbFETGnLAxoH9JF,TLM Mobitex GMSK,telemetry,unknown,active,,,GMSK,,unknown,,,435950000.0,435950000.0,UHF,,,,4800.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-09-27T13:55:47.166643Z,
BISONSAT,40974,IGGV-1318-5974-9239-7350,satnogs:9KeB2ZXuBaUMjcK6TtvUdh,Telemetry,telemetry,unknown,active,,,FSK,,unknown,,,437375500.0,437375500.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2024-08-10T23:42:12.250829Z,
BLUEWALKER-3,53807,MMZL-7798-8557-0116-9958,satnogs:YT4thHBcgY73CfCMH3sGKB,Mode U 2k4 TLM,telemetry,unknown,active,,,GFSK,,unknown,,,437500000.0,437500000.0,UHF,,,,2400.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2022-09-23T20:32:30.836781Z,
BLUEWALKER-3,53807,MMZL-7798-8557-0116-9958,satnogs:fPWtsKeLDARXZad9cJsaoS,Mode U 9k6 TLM,telemetry,unknown,inactive,,,GFSK,,unknown,,,437500000.0,437500000.0,UHF,,,,9600.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2022-09-23T20:32:53.201361Z,
BRITE-PL,39431,LSAZ-0698-4857-0580-9788,satnogs:JdxVZqW2QKBFHA9RNoMTGe,Downlink U,downlink_audio,unknown,active,,,FM,,unknown,,,437365000.0,437365000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2022-08-02T19:22:09.373294Z,
BUGSAT-1,40014,GPLA-1467-3987-8284-6460,satnogs:A7dmxuqNtDNmciAFLCFktm,437.445 AFSK 1200bps,data_downlink,unknown,active,,,AFSK,,unknown,,,437445000.0,437445000.0,UHF,,,,1200.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2022-07-03T08:24:24.231511Z,
BUGSAT-1,40014,GPLA-1467-3987-8284-6460,satnogs:VqUvcE3MLq2sfsgvwJBuyC,437.445 GMSK 9600bps,data_downlink,unknown,active,,,GMSK,,unknown,,,437445000.0,437445000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2022-07-03T09:08:30.365275Z,
BUGSAT-1,40014,GPLA-1467-3987-8284-6460,satnogs:NSXo8tGxmxpTUMsmSH34FF,AX.25 beacon,beacon,unknown,active,,,FSK,AX.25,unknown,,,437445000.0,437445000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2022-12-21T17:48:22.068350Z,
Bluebird 02,61048,GBZQ-8100-0439-9888-4769,satnogs:AxPXoqDSfyZkM6DQ9MSdXs,Mode U - Transmitter,data_downlink,unknown,active,,,GFSK,,unknown,,,435900000.0,435900000.0,UHF,,,,2400.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2024-09-13T04:45:55.923678Z,
Bluebird 06,67232,CKNU-3750-3657-8602-8162,satnogs:mVEKWTonBxbj7mxWiBYKLL,Mode U - Transmitter,data_downlink,unknown,active,,,GFSK,,unknown,,,435000000.0,435000000.0,UHF,,,,19200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2025-12-23T13:23:34.074422Z,
Bluebird 06,67232,CKNU-3750-3657-8602-8162,satnogs:eMLXVZdufDidFPoX7bAqdP,Mode U - Unconfirmed Transmitter 4,data_downlink,unknown,active,,,GFSK,,unknown,,,435900000.0,435900000.0,UHF,,,,19200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2025-12-26T11:32:15.527032Z,
Bluebird 06,67232,CKNU-3750-3657-8602-8162,satnogs:VN2b7dryX4MVxeenonovec,Mode U - Unconfirmed Transmitter 5,data_downlink,unknown,active,,,GFSK,,unknown,,,437500000.0,437500000.0,UHF,,,,19200.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2025-12-26T11:32:15.521648Z,
Bluebird 08,69589,WTTI-1401-2311-7017-8218,satnogs:ZjnzjCdADWeD4sewwmh7xo,Mode U - Unconfirmed Transmitter,downlink_audio,unknown,active,,,FM,,unknown,,,435900000.0,435900000.0,UHF,,,,2400.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2026-06-17T17:19:24.559808Z,
Bluebird 10,69591,LDPM-8730-8720-5707-6861,satnogs:3HdNWbDFjG2ngfbhgsgRrr,Mode U - FSK 2400,data_downlink,unknown,active,,,FSK,,unknown,,,435900000.0,435900000.0,UHF,,,,2400.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2026-06-18T14:49:52.416602Z,
Buccaneer MM,63245,BDVO-4886-9138-3275-1637,satnogs:UEf3ZhdsrQnJJvRkCkP9c8,Apogee TT&C Beacon,beacon,unknown,active,,,FSK,,unknown,,,400800000.0,400800000.0,UHF,,,,9600.0,,True,https://db.satnogs.org/api/transmitters/?format=json,2025-03-07T07:59:04.864271Z,
CANVAS,68635,GLFY-8231-7125-4883-6529,satnogs:GCmN6RULea8dAT7Qoat8z2,AstroDev Li-2,two_way_data,unknown,active,,,GMSK,,documented_uplink_access_unknown,437250000.0,,437250000.0,,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2026-04-05T07:29:14.417527Z,
CANVAS,68635,GLFY-8231-7125-4883-6529,satnogs:72jW44aKDV4PGCpXFQ7Uqu,Clyde Space Pulsar HSTX,data_downlink,unknown,active,,,OQPSK,,unknown,,,2405300000.0,2405300000.0,UHF,,,,5000000.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2026-04-05T07:29:06.866373Z,
CANVAS,68635,GLFY-8231-7125-4883-6529,satnogs:CeS6GYyFwzkmB3t8Y7SqHe,Mode U/U - AFSK1k2 - Digipeater - AX.25,two_way_data,unknown,inactive,,,AFSK,AX.25,documented_uplink_access_unknown,437250000.0,,437250000.0,,UHF,,,,1200.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2026-04-07T22:21:06.447680Z,
CANX-4,40055,GAVG-9414-7749-2985-8023,satnogs:sjVybmqJVwcqCuGnKV727T,Telem,data_downlink,unknown,active,,,BPSK,,unknown,,,145890000.0,145890000.0,VHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2019-10-22T15:38:11.793385Z,
CANX-4,40055,GAVG-9414-7749-2985-8023,satnogs:uxgAC2VPFUkXEHDhqX6TfK,Telem,data_downlink,unknown,active,,,BPSK,,unknown,,,2234400000.0,2234400000.0,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2019-10-22T15:38:11.790395Z,
CANX-5,40056,NNNU-2927-1621-5351-4273,satnogs:E6m7ov6W37ttWcVhQwidfJ,Beacon,beacon,unknown,active,,,BPSK,,unknown,,,437365000.0,437365000.0,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2019-10-22T15:38:11.788065Z,
CANX-5,40056,NNNU-2927-1621-5351-4273,satnogs:g6GLEgvyLTaEwshbd2CbJK,Telem,data_downlink,unknown,active,,,BPSK,,unknown,,,145890000.0,145890000.0,VHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2019-10-22T15:38:11.794696Z,
CANX-5,40056,NNNU-2927-1621-5351-4273,satnogs:jMPyqHgCJXQFp8w49Pwzec,Telem,data_downlink,unknown,active,,,BPSK,,unknown,,,2234400000.0,2234400000.0,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2019-10-22T15:38:11.791922Z,
CAPE-1,31130,CICP-0434-9716-2826-6897,satnogs:MsQKkRMNUg8h7UajVNrcKn,CW,beacon,unknown,active,,,CW,,unknown,,,435247000.0,435247000.0,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2020-07-01T23:25:30.316732Z,
CAPE-1,31130,CICP-0434-9716-2826-6897,satnogs:jTkx9r5fDz33vPvYFPnGaZ,CW,beacon,unknown,active,,,CW,,unknown,,,435245000.0,435245000.0,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2020-07-01T23:05:58.198116Z,
CAPE-1,31130,CICP-0434-9716-2826-6897,satnogs:dd2cM9QNcWHT2zbei5uV42,FSK  9600 AX.25,downlink_audio,unknown,active,,,FM,AX.25,unknown,,,435247000.0,435247000.0,UHF,,,,9600.0,,False,https://db.satnogs.org/api/transmitters/?format=json,2020-07-01T23:25:30.314579Z,
CAPE-1,31130,CICP-0434-9716-2826-6897,satnogs:s8nLrUuTpZgLZPhnLJfDqa,Telem,downlink_audio,unknown,active,,,FM,,unknown,,,435245000.0,435245000.0,UHF,,,,,,False,https://db.satnogs.org/api/transmitters/?format=json,2020-07-01T09:56:03.921213Z,
CARTOSAT 2D,41948,GTOO-9256-7621-8163-6435,satnogs:ZZeCVjEr7Z649tYmtpQ7VF,Beacon,beacon,unknown,active,,,CW,,unknown,,,2245687000.0,2245687000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2020-08-18T06:58:22.153028Z,
CARTOSAT-2A,32783,DHND-4474-1527-7198-0174,satnogs:RXsEEgPhb6akMMYKeBXQyj,Beacon,beacon,unknown,active,,,CW,,unknown,,,2245678000.0,2245678000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2020-08-18T06:58:22.148331Z,
CARTOSAT-2B,36795,DOVD-6076-5561-0818-8216,satnogs:9Jji7MGQewv39wiVuv3xrQ,Beacon,beacon,unknown,active,,,CW,,unknown,,,2245687000.0,2245687000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2021-07-13T05:44:27.919418Z,
CARTOSAT-2C,41599,DGSA-9341-1205-9804-9517,satnogs:aJBMEZvaRnddNg4TjcC352,Beacon,beacon,unknown,active,,,CW,,unknown,,,2245687000.0,2245687000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2020-08-18T06:58:22.154689Z,
CARTOSAT-2E,42767,XGDS-0339-8787-8774-6048,satnogs:qWqWcqFvvbMBH9dvrrBRCF,Beacon,beacon,unknown,active,,,CW,,unknown,,,2245687000.0,2245687000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2020-08-18T06:58:22.151370Z,
CARTOSAT-2F,43111,CPRM-2766-1516-4979-3667,satnogs:WWXTV7rBBiByTnWhyfu2JT,Beacon,beacon,unknown,active,,,CW,,unknown,,,2245687000.0,2245687000.0,UHF,,,,,,True,https://db.satnogs.org/api/transmitters/?format=json,2020-09-19T13:16:09.055461Z,
